from	to	combined_score
39947.Q7EYV4	39947.Q6F2U9	488
39947.Q7EYV4	39947.Q6F2U9	488
39947.B7FA85	39947.Q6F2U9	443
39947.B7FA85	39947.Q6F2U9	443
39947.Q8LJU5	39947.Q6F2U9	633
39947.Q8LJU5	39947.Q6F2U9	633
39947.Q7EYP9	39947.Q6F2U9	463
39947.Q7EYP9	39947.Q6F2U9	463
39947.Q65WY6	39947.Q6F2U9	660
39947.Q65WY6	39947.Q6F2U9	660
39947.B7FAF4	39947.Q6F2U9	602
39947.B7FAF4	39947.Q6F2U9	602
39947.Q8S7W9	39947.Q6F2U9	435
39947.Q8S7W9	39947.Q6F2U9	435
39947.Q6ZLK0	39947.Q6F2U9	408
39947.Q6ZLK0	39947.Q6F2U9	408
39947.Q0DJC0	39947.Q6F2U9	705
39947.Q0DJC0	39947.Q6F2U9	705
39947.A0A0P0VSV2	39947.Q6F2U9	574
39947.A0A0P0VSV2	39947.Q6F2U9	574
39947.A0A0P0WA00	39947.Q6F2U9	402
39947.A0A0P0WA00	39947.Q6F2U9	402
39947.P40978	39947.Q6F2U9	637
39947.P40978	39947.Q6F2U9	637
39947.P49397	39947.Q6F2U9	701
39947.P49397	39947.Q6F2U9	701
39947.Q0D5Z2	39947.Q6F2U9	408
39947.Q0D5Z2	39947.Q6F2U9	408
39947.Q0DJU1	39947.Q6F2U9	787
39947.Q0DJU1	39947.Q6F2U9	787
39947.Q0JDZ7	39947.Q6F2U9	620
39947.Q0JDZ7	39947.Q6F2U9	620
39947.Q60EF6	39947.Q6F2U9	755
39947.Q60EF6	39947.Q6F2U9	755
39947.Q7EY39	39947.Q6F2U9	528
39947.Q7EY39	39947.Q6F2U9	528
39947.Q7XR19	39947.Q6F2U9	594
39947.Q7XR19	39947.Q6F2U9	594
39947.Q8H5N0	39947.Q6F2U9	408
39947.Q8H5N0	39947.Q6F2U9	408
39947.Q94HF1	39947.Q6F2U9	920
39947.Q94HF1	39947.Q6F2U9	920
39947.Q6L594	39947.Q6F2U9	683
39947.Q6L594	39947.Q6F2U9	683
39947.Q84ZP1	39947.Q6F2U9	690
39947.Q84ZP1	39947.Q6F2U9	690
39947.Q0D8E4	39947.Q6F2U9	666
39947.Q0D8E4	39947.Q6F2U9	666
39947.Q0DJ33	39947.Q6F2U9	611
39947.Q0DJ33	39947.Q6F2U9	611
39947.Q0DJB9	39947.Q6F2U9	400
39947.Q0DJB9	39947.Q6F2U9	400
39947.Q0JEB0	39947.Q6F2U9	559
39947.Q0JEB0	39947.Q6F2U9	559
39947.Q5W6J3	39947.Q6F2U9	430
39947.Q5W6J3	39947.Q6F2U9	430
39947.A0A0P0VYY6	39947.Q6L590	876
39947.A0A0P0VYY6	39947.Q6L590	876
39947.A0A0P0W9S2	39947.Q6L590	876
39947.A0A0P0W9S2	39947.Q6L590	876
39947.B7FA85	39947.Q6L590	689
39947.B7FA85	39947.Q6L590	689
39947.B9FHF3	39947.Q6L590	958
39947.B9FHF3	39947.Q6L590	958
39947.P0DO01	39947.Q6L590	412
39947.P0DO01	39947.Q6L590	412
39947.P0DO02	39947.Q6L590	412
39947.P0DO02	39947.Q6L590	412
39947.P0DO03	39947.Q6L590	412
39947.P0DO03	39947.Q6L590	412
39947.Q0DL24	39947.Q6L590	876
39947.Q0DL24	39947.Q6L590	876
39947.Q10MW6	39947.Q6L590	826
39947.Q10MW6	39947.Q6L590	826
39947.Q5W645	39947.Q6L590	752
39947.Q5W645	39947.Q6L590	752
39947.Q5WMY5	39947.Q6L590	876
39947.Q5WMY5	39947.Q6L590	876
39947.Q7XIE0	39947.Q6L590	700
39947.Q7XIE0	39947.Q6L590	700
39947.Q75HQ0	39947.Q6L590	556
39947.Q75HQ0	39947.Q6L590	556
39947.Q7XVN7	39947.Q6L590	567
39947.Q7XVN7	39947.Q6L590	567
39947.A0A0P0VYY6	39947.Q7XP36	932
39947.A0A0P0VYY6	39947.Q7XP36	932
39947.A0A0P0W9S2	39947.Q7XP36	915
39947.A0A0P0W9S2	39947.Q7XP36	915
39947.B7FA85	39947.Q7XP36	885
39947.B7FA85	39947.Q7XP36	885
39947.Q0DL24	39947.Q7XP36	915
39947.Q0DL24	39947.Q7XP36	915
39947.Q5WMY5	39947.Q7XP36	915
39947.Q5WMY5	39947.Q7XP36	915
39947.Q7XIE0	39947.Q7XP36	895
39947.Q7XIE0	39947.Q7XP36	895
39947.Q60EC0	39947.Q7XP36	819
39947.Q60EC0	39947.Q7XP36	819
39947.A0A0N7KKI3	39947.Q7XP36	779
39947.A0A0N7KKI3	39947.Q7XP36	779
39947.A0A0P0X3R2	39947.Q7XP36	779
39947.A0A0P0X3R2	39947.Q7XP36	779
39947.A0A0P0X3W4	39947.Q7XP36	779
39947.A0A0P0X3W4	39947.Q7XP36	779
39947.A0A0P0X3D3	39947.Q84RS4	572
39947.A0A0P0X3D3	39947.Q84RS4	572
39947.Q0D6V7	39947.Q84RS4	556
39947.Q0D6V7	39947.Q84RS4	556
39947.Q0DS53	39947.Q84RS4	597
39947.Q0DS53	39947.Q84RS4	597
39947.Q8H5K8	39947.Q84RS4	506
39947.Q8H5K8	39947.Q84RS4	506
39947.Q8LH68	39947.Q84RS4	759
39947.Q8LH68	39947.Q84RS4	759
39947.B7FA85	39947.Q84RS4	433
39947.B7FA85	39947.Q84RS4	433
39947.Q0D622	39947.Q84RS4	543
39947.Q0D622	39947.Q84RS4	543
39947.Q75LV5	39947.Q84RS4	524
39947.Q75LV5	39947.Q84RS4	524
39947.Q8H9E4	39947.Q84RS4	474
39947.Q8H9E4	39947.Q84RS4	474
39947.A0A0P0WJ92	39947.Q84RS4	703
39947.A0A0P0WJ92	39947.Q84RS4	703
39947.Q0DQG5	39947.Q84RS4	462
39947.Q0DQG5	39947.Q84RS4	462
39947.A0A0P0VYK0	39947.Q84RS4	433
39947.A0A0P0VYK0	39947.Q84RS4	433
39947.Q0D7X0	39947.Q84RS4	572
39947.Q0D7X0	39947.Q84RS4	572
39947.Q0JDZ7	39947.Q84RS4	453
39947.Q0JDZ7	39947.Q84RS4	453
39947.Q7XVZ4	39947.Q84RS4	463
39947.Q7XVZ4	39947.Q84RS4	463
39947.Q65WY8	39947.Q84RS4	625
39947.Q65WY8	39947.Q84RS4	625
39947.A0A0P0X4Q8	39947.Q84ZF9	793
39947.A0A0P0X4Q8	39947.Q84ZF9	793
39947.B7F9E7	39947.Q84ZF9	784
39947.B7F9E7	39947.Q84ZF9	784
39947.Q0D6V7	39947.Q84ZF9	902
39947.Q0D6V7	39947.Q84ZF9	902
39947.Q0JCJ0	39947.Q84ZF9	811
39947.Q0JCJ0	39947.Q84ZF9	811
39947.Q10LF7	39947.Q84ZF9	842
39947.Q10LF7	39947.Q84ZF9	842
39947.Q5W6H1	39947.Q84ZF9	856
39947.Q5W6H1	39947.Q84ZF9	856
39947.Q6I5Q5	39947.Q84ZF9	802
39947.Q6I5Q5	39947.Q84ZF9	802
39947.Q7XHX9	39947.Q84ZF9	473
39947.Q7XHX9	39947.Q84ZF9	473
39947.Q7XIT8	39947.Q84ZF9	793
39947.Q7XIT8	39947.Q84ZF9	793
39947.Q84RU7	39947.Q84ZF9	879
39947.Q84RU7	39947.Q84ZF9	879
39947.B7FA85	39947.Q84ZF9	517
39947.B7FA85	39947.Q84ZF9	517
39947.Q0D674	39947.Q84ZF9	880
39947.Q0D674	39947.Q84ZF9	880
39947.Q75LV5	39947.Q84ZF9	417
39947.Q75LV5	39947.Q84ZF9	417
39947.Q0DQG5	39947.Q84ZF9	672
39947.Q0DQG5	39947.Q84ZF9	672
39947.A0A0P0VSV2	39947.Q84ZF9	541
39947.A0A0P0VSV2	39947.Q84ZF9	541
39947.P40978	39947.Q84ZF9	481
39947.P40978	39947.Q84ZF9	481
39947.Q0D5Z2	39947.Q84ZF9	515
39947.Q0D5Z2	39947.Q84ZF9	515
39947.Q0JDZ7	39947.Q84ZF9	442
39947.Q0JDZ7	39947.Q84ZF9	442
39947.Q7XVZ4	39947.Q84ZF9	461
39947.Q7XVZ4	39947.Q84ZF9	461
39947.Q8H5N0	39947.Q84ZF9	515
39947.Q8H5N0	39947.Q84ZF9	515
39947.Q5TKI5	39947.Q84ZF9	679
39947.Q5TKI5	39947.Q84ZF9	679
39947.Q6L594	39947.Q84ZF9	779
39947.Q6L594	39947.Q84ZF9	779
39947.Q6ZL24	39947.Q84ZF9	403
39947.Q6ZL24	39947.Q84ZF9	403
39947.Q7XQC2	39947.Q84ZF9	569
39947.Q7XQC2	39947.Q84ZF9	569
39947.Q60EU8	39947.Q0JD52	834
39947.Q60EU8	39947.Q0JD52	834
39947.A0A0P0WK78	39947.Q7XQM6	867
39947.A0A0P0WK78	39947.Q7XQM6	867
39947.A0A0P0WMG5	39947.Q7XQM6	805
39947.A0A0P0WMG5	39947.Q7XQM6	805
39947.Q60EU8	39947.Q7XQM6	813
39947.Q60EU8	39947.Q7XQM6	813
39947.A0A0P0VVB3	39947.A0A0P0VUH8	717
39947.A0A0P0VVB3	39947.A0A0P0VUH8	717
39947.A0A0P0WIA1	39947.A0A0P0VUH8	697
39947.A0A0P0WIA1	39947.A0A0P0VUH8	697
39947.B9FNL5	39947.A0A0P0VUH8	941
39947.B9FNL5	39947.A0A0P0VUH8	941
39947.C7J4K5	39947.A0A0P0VUH8	675
39947.C7J4K5	39947.A0A0P0VUH8	675
39947.Q6AUI3	39947.A0A0P0VUH8	978
39947.Q6AUI3	39947.A0A0P0VUH8	978
39947.Q7F1M0	39947.A0A0P0VUH8	864
39947.Q7F1M0	39947.A0A0P0VUH8	864
39947.Q9LRE5	39947.A0A0P0VUH8	691
39947.Q9LRE5	39947.A0A0P0VUH8	691
39947.Q0D6B1	39947.A0A0P0VUH8	430
39947.Q0D6B1	39947.A0A0P0VUH8	430
39947.Q6ATY6	39947.A0A0P0VUH8	456
39947.Q6ATY6	39947.A0A0P0VUH8	456
39947.Q6ZA50	39947.A0A0P0VUH8	696
39947.Q6ZA50	39947.A0A0P0VUH8	696
39947.Q8LI69	39947.A0A0P0VUH8	477
39947.Q8LI69	39947.A0A0P0VUH8	477
39947.Q0DRG6	39947.A0A0P0VUH8	675
39947.Q0DRG6	39947.A0A0P0VUH8	675
39947.Q7XHY3	39947.A0A0P0VUH8	601
39947.Q7XHY3	39947.A0A0P0VUH8	601
39947.Q0D6A3	39947.A0A0P0VUH8	456
39947.Q0D6A3	39947.A0A0P0VUH8	456
39947.Q5WMW4	39947.A0A0P0VUH8	561
39947.Q5WMW4	39947.A0A0P0VUH8	561
39947.Q5WN07	39947.A0A0P0VUH8	479
39947.Q5WN07	39947.A0A0P0VUH8	479
39947.Q6ZHK2	39947.A0A0P0VUH8	751
39947.Q6ZHK2	39947.A0A0P0VUH8	751
39947.P51431	39947.A0A0P0VUH8	491
39947.P51431	39947.A0A0P0VUH8	491
39947.Q0DJS1	39947.A0A0P0VUH8	630
39947.Q0DJS1	39947.A0A0P0VUH8	630
39947.A0A0P0X2T8	39947.A0A0P0VUH8	413
39947.A0A0P0X2T8	39947.A0A0P0VUH8	413
39947.Q0JD86	39947.A0A0P0VWB5	589
39947.Q0JD86	39947.A0A0P0VWB5	589
39947.Q0JEQ3	39947.A0A0P0VWB5	572
39947.Q0JEQ3	39947.A0A0P0VWB5	572
39947.Q851W1	39947.A0A0P0X6V1	477
39947.Q851W1	39947.A0A0P0X6V1	477
39947.A0A0P0VWB5	39947.A0A0P0X6V1	921
39947.A0A0P0VWB5	39947.A0A0P0X6V1	921
39947.Q0DTU0	39947.Q6AV18	602
39947.Q0DTU0	39947.Q6AV18	602
39947.Q0JEQ3	39947.Q6AV18	586
39947.Q0JEQ3	39947.Q6AV18	586
39947.Q6YVE2	39947.Q6AV18	444
39947.Q6YVE2	39947.Q6AV18	444
39947.Q7XX94	39947.Q6AV18	668
39947.Q7XX94	39947.Q6AV18	668
39947.A0A0P0VTT2	39947.Q6AV18	438
39947.A0A0P0VTT2	39947.Q6AV18	438
39947.Q851W1	39947.Q7XIE2	477
39947.Q851W1	39947.Q7XIE2	477
39947.A0A0N7KGH6	39947.Q69RL4	440
39947.A0A0N7KGH6	39947.Q69RL4	440
39947.A0A0N7KGH6	39947.Q7EYF8	445
39947.A0A0N7KGH6	39947.Q7EYF8	445
39947.A0A0P0WIM0	39947.Q7EYF8	833
39947.A0A0P0WIM0	39947.Q7EYF8	833
39947.Q0JD41	39947.Q7XUY5	404
39947.Q0JD41	39947.Q7XUY5	404
39947.O64937	39947.Q7XUY5	426
39947.O64937	39947.Q7XUY5	426
39947.A0A0N7KGH6	39947.Q7XUY5	466
39947.A0A0N7KGH6	39947.Q7XUY5	466
39947.Q5W6D6	39947.Q7XUY5	439
39947.Q5W6D6	39947.Q7XUY5	439
39947.Q6F4N5	39947.Q7XUY5	618
39947.Q6F4N5	39947.Q7XUY5	618
39947.Q53RM0	39947.Q7XUY5	450
39947.Q53RM0	39947.Q7XUY5	450
39947.Q0D6B1	39947.A0A0N7KGI5	693
39947.Q0D6B1	39947.A0A0N7KGI5	693
39947.B9FFC2	39947.A0A0N7KGI5	506
39947.B9FFC2	39947.A0A0N7KGI5	506
39947.Q0JCJ0	39947.A0A0N7KGI5	505
39947.Q0JCJ0	39947.A0A0N7KGI5	505
39947.Q0D674	39947.A0A0N7KGI5	957
39947.Q0D674	39947.A0A0N7KGI5	957
39947.Q69LE7	39947.A0A0N7KGI5	617
39947.Q69LE7	39947.A0A0N7KGI5	617
39947.Q69PX2	39947.A0A0N7KGI5	445
39947.Q69PX2	39947.A0A0N7KGI5	445
39947.A0A0P0WHE2	39947.A0A0N7KGI5	480
39947.A0A0P0WHE2	39947.A0A0N7KGI5	480
39947.Q60ES2	39947.A0A0N7KGI5	469
39947.Q60ES2	39947.A0A0N7KGI5	469
39947.Q0DQG5	39947.A0A0N7KGI5	410
39947.Q0DQG5	39947.A0A0N7KGI5	410
39947.A0A0N7KNI7	39947.A0A0N7KGI5	442
39947.A0A0N7KNI7	39947.A0A0N7KGI5	442
39947.C7J2Z1	39947.C7J0V5	438
39947.C7J2Z1	39947.C7J0V5	438
39947.Q0D6B1	39947.C7J0V5	531
39947.Q0D6B1	39947.C7J0V5	531
39947.B9FFC2	39947.C7J0V5	445
39947.B9FFC2	39947.C7J0V5	445
39947.Q10LJ0	39947.C7J0V5	445
39947.Q10LJ0	39947.C7J0V5	445
39947.Q60E54	39947.C7J0V5	494
39947.Q60E54	39947.C7J0V5	494
39947.B9FXV5	39947.C7J0V5	433
39947.B9FXV5	39947.C7J0V5	433
39947.A0A0N7KNI7	39947.C7J0V5	445
39947.A0A0N7KNI7	39947.C7J0V5	445
39947.A0A0N7KGI5	39947.C7J0V5	445
39947.A0A0N7KGI5	39947.C7J0V5	445
39947.A0A0P0VXF0	39947.Q0DJB2	445
39947.A0A0P0VXF0	39947.Q0DJB2	445
39947.Q8LI69	39947.Q0DJB2	508
39947.Q8LI69	39947.Q0DJB2	508
39947.A0A0N7KGI5	39947.Q0DJB2	430
39947.A0A0N7KGI5	39947.Q0DJB2	430
39947.Q0D6V7	39947.A0A0N7KGJ7	405
39947.Q0D6V7	39947.A0A0N7KGJ7	405
39947.Q0JCJ0	39947.A0A0N7KGJ7	531
39947.Q0JCJ0	39947.A0A0N7KGJ7	531
39947.Q5W6H1	39947.A0A0N7KGJ7	653
39947.Q5W6H1	39947.A0A0N7KGJ7	653
39947.A0A0P0W059	39947.A0A0N7KGJ7	406
39947.A0A0P0W059	39947.A0A0N7KGJ7	406
39947.Q0DHK1	39947.A0A0N7KGJ7	491
39947.Q0DHK1	39947.A0A0N7KGJ7	491
39947.Q0DHP9	39947.A0A0N7KGJ7	572
39947.Q0DHP9	39947.A0A0N7KGJ7	572
39947.Q5W6B7	39947.A0A0N7KGJ7	406
39947.Q5W6B7	39947.A0A0N7KGJ7	406
39947.Q6ZL47	39947.A0A0N7KGJ7	621
39947.Q6ZL47	39947.A0A0N7KGJ7	621
39947.Q7XMA7	39947.A0A0N7KGJ7	473
39947.Q7XMA7	39947.A0A0N7KGJ7	473
39947.O64937	39947.A0A0N7KGJ7	691
39947.O64937	39947.A0A0N7KGJ7	691
39947.P51431	39947.A0A0N7KGJ7	816
39947.P51431	39947.A0A0N7KGJ7	816
39947.A0A0N7KIR1	39947.A0A0N7KGJ7	558
39947.A0A0N7KIR1	39947.A0A0N7KGJ7	558
39947.A0A0P0VSV2	39947.A0A0N7KGJ7	817
39947.A0A0P0VSV2	39947.A0A0N7KGJ7	817
39947.A0A0P0VYK0	39947.A0A0N7KGJ7	442
39947.A0A0P0VYK0	39947.A0A0N7KGJ7	442
39947.A0A0P0WA00	39947.A0A0N7KGJ7	571
39947.A0A0P0WA00	39947.A0A0N7KGJ7	571
39947.P35687	39947.A0A0N7KGJ7	406
39947.P35687	39947.A0A0N7KGJ7	406
39947.P40978	39947.A0A0N7KGJ7	885
39947.P40978	39947.A0A0N7KGJ7	885
39947.P49397	39947.A0A0N7KGJ7	608
39947.P49397	39947.A0A0N7KGJ7	608
39947.Q0D5Z2	39947.A0A0N7KGJ7	541
39947.Q0D5Z2	39947.A0A0N7KGJ7	541
39947.Q0DHB9	39947.A0A0N7KGJ7	442
39947.Q0DHB9	39947.A0A0N7KGJ7	442
39947.Q0DIR7	39947.A0A0N7KGJ7	477
39947.Q0DIR7	39947.A0A0N7KGJ7	477
39947.Q0JDZ7	39947.A0A0N7KGJ7	744
39947.Q0JDZ7	39947.A0A0N7KGJ7	744
39947.Q6ZLP8	39947.A0A0N7KGJ7	404
39947.Q6ZLP8	39947.A0A0N7KGJ7	404
39947.Q7EY39	39947.A0A0N7KGJ7	511
39947.Q7EY39	39947.A0A0N7KGJ7	511
39947.Q7XR19	39947.A0A0N7KGJ7	479
39947.Q7XR19	39947.A0A0N7KGJ7	479
39947.Q8H5N0	39947.A0A0N7KGJ7	541
39947.Q8H5N0	39947.A0A0N7KGJ7	541
39947.Q94HF1	39947.A0A0N7KGJ7	520
39947.Q94HF1	39947.A0A0N7KGJ7	520
39947.Q6ZL24	39947.A0A0N7KGJ7	498
39947.Q6ZL24	39947.A0A0N7KGJ7	498
39947.Q84ZP1	39947.A0A0N7KGJ7	814
39947.Q84ZP1	39947.A0A0N7KGJ7	814
39947.A0A0P0VX44	39947.A0A0N7KGJ7	451
39947.A0A0P0VX44	39947.A0A0N7KGJ7	451
39947.Q0DKF0	39947.A0A0N7KGJ7	451
39947.Q0DKF0	39947.A0A0N7KGJ7	451
39947.Q0D6V7	39947.A0A0P0WK98	539
39947.Q0D6V7	39947.A0A0P0WK98	539
39947.Q0JCJ0	39947.A0A0P0WK98	601
39947.Q0JCJ0	39947.A0A0P0WK98	601
39947.Q10LF7	39947.A0A0P0WK98	546
39947.Q10LF7	39947.A0A0P0WK98	546
39947.Q5W6H1	39947.A0A0P0WK98	746
39947.Q5W6H1	39947.A0A0P0WK98	746
39947.Q84RU7	39947.A0A0P0WK98	640
39947.Q84RU7	39947.A0A0P0WK98	640
39947.Q0DSN8	39947.A0A0P0WK98	891
39947.Q0DSN8	39947.A0A0P0WK98	891
39947.Q8LJU5	39947.A0A0P0WK98	922
39947.Q8LJU5	39947.A0A0P0WK98	922
39947.O64937	39947.A0A0P0WK98	622
39947.O64937	39947.A0A0P0WK98	622
39947.Q5W796	39947.A0A0P0WK98	413
39947.Q5W796	39947.A0A0P0WK98	413
39947.A0A0P0WHT3	39947.A0A0P0WK98	405
39947.A0A0P0WHT3	39947.A0A0P0WK98	405
39947.Q0D7V1	39947.A0A0P0WK98	925
39947.Q0D7V1	39947.A0A0P0WK98	925
39947.P51431	39947.A0A0P0WK98	546
39947.P51431	39947.A0A0P0WK98	546
39947.P0DKK9	39947.A0A0P0WK98	915
39947.P0DKK9	39947.A0A0P0WK98	915
39947.A0A0P0VSV2	39947.A0A0P0WK98	744
39947.A0A0P0VSV2	39947.A0A0P0WK98	744
39947.A0A0P0VYK0	39947.A0A0P0WK98	949
39947.A0A0P0VYK0	39947.A0A0P0WK98	949
39947.A0A0P0WA00	39947.A0A0P0WK98	554
39947.A0A0P0WA00	39947.A0A0P0WK98	554
39947.P31674	39947.A0A0P0WK98	944
39947.P31674	39947.A0A0P0WK98	944
39947.P35687	39947.A0A0P0WK98	948
39947.P35687	39947.A0A0P0WK98	948
39947.P40978	39947.A0A0P0WK98	982
39947.P40978	39947.A0A0P0WK98	982
39947.P49397	39947.A0A0P0WK98	961
39947.P49397	39947.A0A0P0WK98	961
39947.Q0D5Z2	39947.A0A0P0WK98	634
39947.Q0D5Z2	39947.A0A0P0WK98	634
39947.Q0DHB9	39947.A0A0P0WK98	598
39947.Q0DHB9	39947.A0A0P0WK98	598
39947.Q0DIR7	39947.A0A0P0WK98	697
39947.Q0DIR7	39947.A0A0P0WK98	697
39947.Q0JDZ7	39947.A0A0P0WK98	954
39947.Q0JDZ7	39947.A0A0P0WK98	954
39947.Q6ZLP8	39947.A0A0P0WK98	530
39947.Q6ZLP8	39947.A0A0P0WK98	530
39947.Q7EY39	39947.A0A0P0WK98	595
39947.Q7EY39	39947.A0A0P0WK98	595
39947.Q7XMI6	39947.A0A0P0WK98	948
39947.Q7XMI6	39947.A0A0P0WK98	948
39947.Q7XR19	39947.A0A0P0WK98	601
39947.Q7XR19	39947.A0A0P0WK98	601
39947.Q8H5N0	39947.A0A0P0WK98	634
39947.Q8H5N0	39947.A0A0P0WK98	634
39947.Q6L594	39947.A0A0P0WK98	552
39947.Q6L594	39947.A0A0P0WK98	552
39947.Q6ZL24	39947.A0A0P0WK98	521
39947.Q6ZL24	39947.A0A0P0WK98	521
39947.Q84ZP1	39947.A0A0P0WK98	971
39947.Q84ZP1	39947.A0A0P0WK98	971
39947.Q9LSU3	39947.A0A0P0WK98	951
39947.Q9LSU3	39947.A0A0P0WK98	951
39947.Q0D724	39947.A0A0P0WK98	429
39947.Q0D724	39947.A0A0P0WK98	429
39947.A0A0N7KNI7	39947.A0A0P0WK98	429
39947.A0A0N7KNI7	39947.A0A0P0WK98	429
39947.A0A0P0VX44	39947.A0A0P0WK98	506
39947.A0A0P0VX44	39947.A0A0P0WK98	506
39947.Q0DKF0	39947.A0A0P0WK98	600
39947.Q0DKF0	39947.A0A0P0WK98	600
39947.Q0DRI8	39947.A0A0P0WK98	851
39947.Q0DRI8	39947.A0A0P0WK98	851
39947.Q84ZF9	39947.A0A0P0WK98	403
39947.Q84ZF9	39947.A0A0P0WK98	403
39947.A0A0N7KGJ7	39947.A0A0P0WK98	715
39947.A0A0N7KGJ7	39947.A0A0P0WK98	715
39947.Q5W6H1	39947.A0A0P0WMY2	470
39947.Q5W6H1	39947.A0A0P0WMY2	470
39947.O49068	39947.A0A0P0WMY2	432
39947.O49068	39947.A0A0P0WMY2	432
39947.P51431	39947.A0A0P0WMY2	747
39947.P51431	39947.A0A0P0WMY2	747
39947.A0A0P0VSV2	39947.A0A0P0WMY2	719
39947.A0A0P0VSV2	39947.A0A0P0WMY2	719
39947.A0A0P0WA00	39947.A0A0P0WMY2	549
39947.A0A0P0WA00	39947.A0A0P0WMY2	549
39947.P31674	39947.A0A0P0WMY2	762
39947.P31674	39947.A0A0P0WMY2	762
39947.P35687	39947.A0A0P0WMY2	792
39947.P35687	39947.A0A0P0WMY2	792
39947.P40978	39947.A0A0P0WMY2	983
39947.P40978	39947.A0A0P0WMY2	983
39947.P49397	39947.A0A0P0WMY2	563
39947.P49397	39947.A0A0P0WMY2	563
39947.Q0D5Z2	39947.A0A0P0WMY2	614
39947.Q0D5Z2	39947.A0A0P0WMY2	614
39947.Q0DHB9	39947.A0A0P0WMY2	759
39947.Q0DHB9	39947.A0A0P0WMY2	759
39947.Q0JDZ7	39947.A0A0P0WMY2	924
39947.Q0JDZ7	39947.A0A0P0WMY2	924
39947.Q6ZLP8	39947.A0A0P0WMY2	528
39947.Q6ZLP8	39947.A0A0P0WMY2	528
39947.Q7EY39	39947.A0A0P0WMY2	576
39947.Q7EY39	39947.A0A0P0WMY2	576
39947.Q7XMI6	39947.A0A0P0WMY2	911
39947.Q7XMI6	39947.A0A0P0WMY2	911
39947.Q7XR19	39947.A0A0P0WMY2	711
39947.Q7XR19	39947.A0A0P0WMY2	711
39947.Q8H5N0	39947.A0A0P0WMY2	614
39947.Q8H5N0	39947.A0A0P0WMY2	614
39947.Q94HF1	39947.A0A0P0WMY2	483
39947.Q94HF1	39947.A0A0P0WMY2	483
39947.Q84ZP1	39947.A0A0P0WMY2	932
39947.Q84ZP1	39947.A0A0P0WMY2	932
39947.Q9LSU3	39947.A0A0P0WMY2	739
39947.Q9LSU3	39947.A0A0P0WMY2	739
39947.Q75M03	39947.A0A0P0WMY2	426
39947.Q75M03	39947.A0A0P0WMY2	426
39947.Q0DKF0	39947.A0A0P0WMY2	520
39947.Q0DKF0	39947.A0A0P0WMY2	520
39947.A0A0N7KGJ7	39947.A0A0P0WMY2	589
39947.A0A0N7KGJ7	39947.A0A0P0WMY2	589
39947.A0A0P0WK98	39947.A0A0P0WMY2	889
39947.A0A0P0WK98	39947.A0A0P0WMY2	889
39947.Q0JCJ0	39947.A0A0P0X424	456
39947.Q0JCJ0	39947.A0A0P0X424	456
39947.Q5W6H1	39947.A0A0P0X424	912
39947.Q5W6H1	39947.A0A0P0X424	912
39947.Q84RU7	39947.A0A0P0X424	484
39947.Q84RU7	39947.A0A0P0X424	484
39947.Q8LH68	39947.A0A0P0X424	436
39947.Q8LH68	39947.A0A0P0X424	436
39947.Q0D7X1	39947.A0A0P0X424	471
39947.Q0D7X1	39947.A0A0P0X424	471
39947.B7FA85	39947.A0A0P0X424	767
39947.B7FA85	39947.A0A0P0X424	767
39947.Q0D674	39947.A0A0P0X424	427
39947.Q0D674	39947.A0A0P0X424	427
39947.Q0DJC0	39947.A0A0P0X424	502
39947.Q0DJC0	39947.A0A0P0X424	502
39947.P51431	39947.A0A0P0X424	590
39947.P51431	39947.A0A0P0X424	590
39947.A0A0P0VSV2	39947.A0A0P0X424	945
39947.A0A0P0VSV2	39947.A0A0P0X424	945
39947.A0A0P0WA00	39947.A0A0P0X424	569
39947.A0A0P0WA00	39947.A0A0P0X424	569
39947.P35687	39947.A0A0P0X424	666
39947.P35687	39947.A0A0P0X424	666
39947.P40978	39947.A0A0P0X424	592
39947.P40978	39947.A0A0P0X424	592
39947.P49397	39947.A0A0P0X424	901
39947.P49397	39947.A0A0P0X424	901
39947.Q0D5Z2	39947.A0A0P0X424	744
39947.Q0D5Z2	39947.A0A0P0X424	744
39947.Q0DHB9	39947.A0A0P0X424	671
39947.Q0DHB9	39947.A0A0P0X424	671
39947.Q0DIR7	39947.A0A0P0X424	694
39947.Q0DIR7	39947.A0A0P0X424	694
39947.Q0DJU1	39947.A0A0P0X424	519
39947.Q0DJU1	39947.A0A0P0X424	519
39947.Q60EF6	39947.A0A0P0X424	686
39947.Q60EF6	39947.A0A0P0X424	686
39947.Q7EY39	39947.A0A0P0X424	871
39947.Q7EY39	39947.A0A0P0X424	871
39947.Q7XMI6	39947.A0A0P0X424	808
39947.Q7XMI6	39947.A0A0P0X424	808
39947.Q7XR19	39947.A0A0P0X424	689
39947.Q7XR19	39947.A0A0P0X424	689
39947.Q8H5N0	39947.A0A0P0X424	744
39947.Q8H5N0	39947.A0A0P0X424	744
39947.Q94HF1	39947.A0A0P0X424	848
39947.Q94HF1	39947.A0A0P0X424	848
39947.Q6L594	39947.A0A0P0X424	638
39947.Q6L594	39947.A0A0P0X424	638
39947.Q6ZL24	39947.A0A0P0X424	568
39947.Q6ZL24	39947.A0A0P0X424	568
39947.A0A0P0VX44	39947.A0A0P0X424	587
39947.A0A0P0VX44	39947.A0A0P0X424	587
39947.Q0DKF0	39947.A0A0P0X424	587
