from	to	combined_score
39947.Q2KNB5	39947.H6TFZ4	428
39947.Q8GTK0	39947.H6TFZ4	962
39947.Q8GTK0	39947.H6TFZ4	962
39947.A0A0P0WHK2	39947.H6TFZ4	895
39947.A0A0P0WHK2	39947.H6TFZ4	895
39947.A0A0P0WI49	39947.H6TFZ4	895
39947.A0A0P0WI49	39947.H6TFZ4	895
39947.Q852F6	39947.Q0D6F4	400
39947.Q852F6	39947.Q0D6F4	400
39947.Q0JDC6	39947.Q0D6F4	403
39947.Q0JDC6	39947.Q0D6F4	403
39947.A0A0P0WHK2	39947.Q0D6F4	938
39947.A0A0P0WHK2	39947.Q0D6F4	938
39947.A0A0P0WI49	39947.Q0D6F4	936
39947.A0A0P0WI49	39947.Q0D6F4	936
39947.Q10QF2	39947.Q0DTU6	426
39947.Q10QF2	39947.Q0DTU6	426
39947.P31924	39947.Q0DTU6	976
39947.P31924	39947.Q0DTU6	976
39947.Q0D7I3	39947.Q0DTU6	972
39947.Q0D7I3	39947.Q0DTU6	972
39947.Q10LP5	39947.Q0DTU6	976
39947.Q10LP5	39947.Q0DTU6	976
39947.Q8GTK0	39947.Q0DTU6	976
39947.Q8GTK0	39947.Q0DTU6	976
39947.A0A0P0WHK2	39947.Q0DTU6	915
39947.A0A0P0WHK2	39947.Q0DTU6	915
39947.A0A0P0WI49	39947.Q0DTU6	915
39947.A0A0P0WI49	39947.Q0DTU6	915
39947.H6TFZ4	39947.Q0DTU6	942
39947.H6TFZ4	39947.Q0DTU6	942
39947.Q0D6F4	39947.Q0DTU6	980
39947.Q0D6F4	39947.Q0DTU6	980
39947.A0A0P0WHK2	39947.Q10KF5	932
39947.A0A0P0WHK2	39947.Q10KF5	932
39947.A0A0P0WI49	39947.Q10KF5	932
39947.A0A0P0WI49	39947.Q10KF5	932
39947.Q0DTU6	39947.Q10KF5	978
39947.Q0DTU6	39947.Q10KF5	978
39947.P31924	39947.Q10R54	588
39947.P31924	39947.Q10R54	588
39947.Q0JDC5	39947.Q10R54	530
39947.Q0JDC5	39947.Q10R54	530
39947.Q10LP5	39947.Q10R54	445
39947.Q10LP5	39947.Q10R54	445
39947.Q7XTG4	39947.Q10R54	407
39947.Q7XTG4	39947.Q10R54	407
39947.A0A0P0VV58	39947.Q10R54	435
39947.A0A0P0VV58	39947.Q10R54	435
39947.A6BLW4	39947.Q10R54	400
39947.A6BLW4	39947.Q10R54	400
39947.Q75IZ7	39947.Q10R54	402
39947.Q75IZ7	39947.Q10R54	402
39947.A0A0P0WN65	39947.Q10R54	403
39947.A0A0P0WN65	39947.Q10R54	403
39947.Q0D7I3	39947.Q7XNX6	953
39947.Q0D7I3	39947.Q7XNX6	953
39947.Q0JDC5	39947.Q7XNX6	941
39947.Q0JDC5	39947.Q7XNX6	941
39947.Q0JDC6	39947.Q7XNX6	942
39947.Q0JDC6	39947.Q7XNX6	942
39947.Q10LP5	39947.Q7XNX6	921
39947.Q10LP5	39947.Q7XNX6	921
39947.Q2KNB5	39947.Q7XNX6	428
39947.Q2KNB5	39947.Q7XNX6	428
39947.Q8GTK0	39947.Q7XNX6	962
39947.Q8GTK0	39947.Q7XNX6	962
39947.A0A0P0WHK2	39947.Q7XNX6	895
39947.A0A0P0WHK2	39947.Q7XNX6	895
39947.A0A0P0WI49	39947.Q7XNX6	895
39947.A0A0P0WI49	39947.Q7XNX6	895
39947.Q0DTU6	39947.Q7XNX6	942
39947.Q0DTU6	39947.Q7XNX6	942
39947.A0A0P0WIG6	39947.Q7XV18	966
39947.A0A0P0WIG6	39947.Q7XV18	966
39947.Q7XTG4	39947.Q7XV18	454
39947.Q7XTG4	39947.Q7XV18	454
39947.A0A0P0VV58	39947.Q7XV18	445
39947.A0A0P0VV58	39947.Q7XV18	445
39947.A0A0P0WN65	39947.Q7XV18	426
39947.A0A0P0WN65	39947.Q7XV18	426
39947.Q10R54	39947.Q7XV18	445
39947.Q10R54	39947.Q7XV18	445
39947.Q0D6J6	39947.Q7EZ29	403
39947.Q0D6J6	39947.Q7EZ29	403
39947.O49068	39947.Q7EZ29	520
39947.O49068	39947.Q7EZ29	520
39947.P51431	39947.Q7EZ29	456
39947.P51431	39947.Q7EZ29	456
39947.Q0D5Z4	39947.Q7EZ29	612
39947.Q0D5Z4	39947.Q7EZ29	612
39947.B9F7R4	39947.A0A0P0VZA5	976
39947.B9F7R4	39947.A0A0P0VZA5	976
39947.Q6ZL20	39947.A0A0P0VZA5	440
39947.Q6ZL20	39947.A0A0P0VZA5	440
39947.Q75IL8	39947.A0A0P0VZA5	974
39947.Q75IL8	39947.A0A0P0VZA5	974
39947.A0A0P0WA41	39947.A0A0P0W020	403
39947.A0A0P0WA41	39947.A0A0P0W020	403
39947.Q0D6V7	39947.Q0D724	743
39947.Q0D6V7	39947.Q0D724	743
39947.Q0JCJ0	39947.Q0D724	780
39947.Q0JCJ0	39947.Q0D724	780
39947.Q10LF7	39947.Q0D724	533
39947.Q10LF7	39947.Q0D724	533
39947.Q5W6H1	39947.Q0D724	513
39947.Q5W6H1	39947.Q0D724	513
39947.Q84RU7	39947.Q0D724	702
39947.Q84RU7	39947.Q0D724	702
39947.Q8LH68	39947.Q0D724	976
39947.Q8LH68	39947.Q0D724	976
39947.B7FA85	39947.Q0D724	419
39947.B7FA85	39947.Q0D724	419
39947.Q60EC0	39947.Q0D724	445
39947.Q60EC0	39947.Q0D724	445
39947.Q0D730	39947.Q0D724	973
39947.Q0D730	39947.Q0D724	973
39947.Q6YTU7	39947.Q0D724	973
39947.Q6YTU7	39947.Q0D724	973
39947.Q75LV5	39947.Q0D724	981
39947.Q75LV5	39947.Q0D724	981
39947.Q0DQG5	39947.Q0D724	479
39947.Q0DQG5	39947.Q0D724	479
39947.A0A0P0VU05	39947.Q0D724	967
39947.A0A0P0VU05	39947.Q0D724	967
39947.A0A0P0VSV2	39947.Q0D724	495
39947.A0A0P0VSV2	39947.Q0D724	495
39947.Q60EF6	39947.Q0D724	955
39947.Q60EF6	39947.Q0D724	955
39947.Q7XR19	39947.Q0D724	497
39947.Q7XR19	39947.Q0D724	497
39947.Q5TKI5	39947.Q0D724	595
39947.Q5TKI5	39947.Q0D724	595
39947.Q0DHC4	39947.Q0D724	460
39947.Q0DHC4	39947.Q0D724	460
39947.Q0DKC6	39947.Q0D724	460
39947.Q0DKC6	39947.Q0D724	460
39947.Q7XHN9	39947.Q0DI99	410
39947.Q7XHN9	39947.Q0DI99	410
39947.Q6ZA49	39947.Q0DI99	440
39947.Q6ZA49	39947.Q0DI99	440
39947.Q6ZL20	39947.Q0DI99	429
39947.Q6ZL20	39947.Q0DI99	429
39947.Q0DJS1	39947.Q0DI99	453
39947.Q0DJS1	39947.Q0DI99	453
39947.Q0DQ78	39947.Q5KQK1	441
39947.Q0DQ78	39947.Q5KQK1	441
39947.Q0JEQ3	39947.Q5KQK1	514
39947.Q0JEQ3	39947.Q5KQK1	514
39947.Q7XVC4	39947.Q5KQK1	666
39947.Q7XVC4	39947.Q5KQK1	666
39947.A0A0P0WJI0	39947.Q5KQK1	536
39947.A0A0P0WJI0	39947.Q5KQK1	536
39947.A0A0N7KIQ0	39947.Q5KQK1	945
39947.A0A0N7KIQ0	39947.Q5KQK1	945
39947.B9F7R4	39947.Q5KQK1	980
39947.B9F7R4	39947.Q5KQK1	980
39947.Q10SM2	39947.Q5KQK1	478
39947.Q10SM2	39947.Q5KQK1	478
39947.Q6ZL20	39947.Q5KQK1	603
39947.Q6ZL20	39947.Q5KQK1	603
39947.Q0DJS1	39947.Q5KQK1	634
39947.Q0DJS1	39947.Q5KQK1	634
39947.Q75IL8	39947.Q5KQK1	979
39947.Q75IL8	39947.Q5KQK1	979
39947.Q5W7C6	39947.Q5KQK1	445
39947.Q5W7C6	39947.Q5KQK1	445
39947.A0A0P0VZA5	39947.Q5KQK1	984
39947.A0A0P0VZA5	39947.Q5KQK1	984
39947.Q10PQ9	39947.Q69RC4	567
39947.Q10PQ9	39947.Q69RC4	567
39947.Q6I5X7	39947.Q69RC4	481
39947.Q6I5X7	39947.Q69RC4	481
39947.Q0DV66	39947.Q69RC4	612
39947.Q0DV66	39947.Q69RC4	612
39947.Q6AT90	39947.Q69RC4	564
39947.Q6AT90	39947.Q69RC4	564
39947.Q6Z411	39947.Q69RC4	444
39947.Q6Z411	39947.Q69RC4	444
39947.A0A0P0VSV2	39947.Q6I5U8	472
39947.A0A0P0VSV2	39947.Q6I5U8	472
39947.Q0D5Z2	39947.Q6I5U8	455
39947.Q0D5Z2	39947.Q6I5U8	455
39947.Q7XR19	39947.Q6I5U8	471
39947.Q7XR19	39947.Q6I5U8	471
39947.Q8H5N0	39947.Q6I5U8	455
39947.Q8H5N0	39947.Q6I5U8	455
39947.Q5W6H5	39947.Q75KP8	416
39947.Q5W6H5	39947.Q75KP8	416
39947.Q69RC4	39947.Q75KP8	955
39947.Q69RC4	39947.Q75KP8	955
39947.Q6I5X7	39947.Q7XK43	524
39947.Q6I5X7	39947.Q7XK43	524
39947.Q6ZL20	39947.Q7XK43	452
39947.Q6ZL20	39947.Q7XK43	452
39947.Q0DJS1	39947.Q7XK43	445
39947.Q0DJS1	39947.Q7XK43	445
39947.Q69RC4	39947.Q7XK43	867
39947.Q69RC4	39947.Q7XK43	867
39947.A0A0P0W9L9	39947.Q8GVP6	530
39947.A0A0P0W9L9	39947.Q8GVP6	530
39947.B7E324	39947.Q0D576	456
39947.B7E324	39947.Q0D576	456
39947.Q5W6H5	39947.Q0D576	530
39947.Q5W6H5	39947.Q0D576	530
39947.O49068	39947.Q0D576	427
39947.O49068	39947.Q0D576	427
39947.Q0D8F6	39947.Q0D576	450
39947.Q0D8F6	39947.Q0D576	450
39947.Q10LR9	39947.Q0D576	451
39947.Q10LR9	39947.Q0D576	451
39947.Q0D7W4	39947.Q0D576	708
39947.Q0D7W4	39947.Q0D576	708
39947.Q5TKI5	39947.Q0D576	445
39947.Q5TKI5	39947.Q0D576	445
39947.A0A0P0W9D2	39947.Q0D576	561
39947.A0A0P0W9D2	39947.Q0D576	561
39947.Q0D8E4	39947.Q0D576	462
39947.Q0D8E4	39947.Q0D576	462
39947.Q53RM0	39947.Q0D576	535
39947.Q53RM0	39947.Q0D576	535
39947.Q7XVF8	39947.Q0D576	446
39947.Q7XVF8	39947.Q0D576	446
39947.Q84PB5	39947.Q0D576	448
39947.Q84PB5	39947.Q0D576	448
39947.Q5W6D6	39947.Q6VMN7	558
39947.Q5W6D6	39947.Q6VMN7	558
39947.Q10N20	39947.Q6VMN7	441
39947.Q10N20	39947.Q6VMN7	441
39947.A0A0P0VYY6	39947.A0A0N7KKI3	935
39947.A0A0P0VYY6	39947.A0A0N7KKI3	935
39947.A0A0P0W9S2	39947.A0A0N7KKI3	912
39947.A0A0P0W9S2	39947.A0A0N7KKI3	912
39947.B7FA85	39947.A0A0N7KKI3	876
39947.B7FA85	39947.A0A0N7KKI3	876
39947.Q0DL24	39947.A0A0N7KKI3	912
39947.Q0DL24	39947.A0A0N7KKI3	912
39947.Q5WMY5	39947.A0A0N7KKI3	934
39947.Q5WMY5	39947.A0A0N7KKI3	934
39947.Q7XIE0	39947.A0A0N7KKI3	890
39947.Q7XIE0	39947.A0A0N7KKI3	890
39947.Q0DRV6	39947.A0A0N7KKI3	521
39947.Q0DRV6	39947.A0A0N7KKI3	521
39947.Q0D6B1	39947.A0A0N7KNI7	610
39947.Q0D6B1	39947.A0A0N7KNI7	610
39947.A0A0P0X3D3	39947.A0A0N7KNI7	563
39947.A0A0P0X3D3	39947.A0A0N7KNI7	563
39947.B7F9E7	39947.A0A0N7KNI7	404
39947.B7F9E7	39947.A0A0N7KNI7	404
39947.Q0DJF0	39947.A0A0N7KNI7	534
39947.Q0DJF0	39947.A0A0N7KNI7	534
39947.Q0DS53	39947.A0A0N7KNI7	689
39947.Q0DS53	39947.A0A0N7KNI7	689
39947.Q0JCJ0	39947.A0A0N7KNI7	556
39947.Q0JCJ0	39947.A0A0N7KNI7	556
39947.Q10LF7	39947.A0A0N7KNI7	441
39947.Q10LF7	39947.A0A0N7KNI7	441
39947.Q8H5K8	39947.A0A0N7KNI7	540
39947.Q8H5K8	39947.A0A0N7KNI7	540
39947.Q8LH68	39947.A0A0N7KNI7	649
39947.Q8LH68	39947.A0A0N7KNI7	649
39947.B7FA85	39947.A0A0N7KNI7	553
39947.B7FA85	39947.A0A0N7KNI7	553
39947.Q0D674	39947.A0A0N7KNI7	963
39947.Q0D674	39947.A0A0N7KNI7	963
39947.Q69LE7	39947.A0A0N7KNI7	449
39947.Q69LE7	39947.A0A0N7KNI7	449
39947.Q0DSN8	39947.A0A0N7KNI7	404
39947.Q0DSN8	39947.A0A0N7KNI7	404
39947.Q8LJU5	39947.A0A0N7KNI7	404
39947.Q8LJU5	39947.A0A0N7KNI7	404
39947.Q75LV5	39947.A0A0N7KNI7	621
39947.Q75LV5	39947.A0A0N7KNI7	621
39947.Q6ZHK2	39947.A0A0N7KNI7	400
39947.Q6ZHK2	39947.A0A0N7KNI7	400
39947.Q60ES2	39947.A0A0N7KNI7	637
39947.Q60ES2	39947.A0A0N7KNI7	637
39947.Q0DQG5	39947.A0A0N7KNI7	646
39947.Q0DQG5	39947.A0A0N7KNI7	646
39947.A0A0P0VSV2	39947.A0A0N7KNI7	525
39947.A0A0P0VSV2	39947.A0A0N7KNI7	525
39947.Q0D7X0	39947.A0A0N7KNI7	563
39947.Q0D7X0	39947.A0A0N7KNI7	563
39947.Q7XR19	39947.A0A0N7KNI7	546
39947.Q7XR19	39947.A0A0N7KNI7	546
39947.Q0JCJ0	39947.A0A0P0VX44	493
39947.Q0JCJ0	39947.A0A0P0VX44	493
39947.Q5W6H1	39947.A0A0P0VX44	553
39947.Q5W6H1	39947.A0A0P0VX44	553
39947.Q0DHP9	39947.A0A0P0VX44	455
39947.Q0DHP9	39947.A0A0P0VX44	455
39947.Q5W645	39947.A0A0P0VX44	832
39947.Q5W645	39947.A0A0P0VX44	832
39947.Q0DSN8	39947.A0A0P0VX44	805
39947.Q0DSN8	39947.A0A0P0VX44	805
39947.Q8LJU5	39947.A0A0P0VX44	805
39947.Q8LJU5	39947.A0A0P0VX44	805
39947.O64937	39947.A0A0P0VX44	469
39947.O64937	39947.A0A0P0VX44	469
39947.Q0D7V1	39947.A0A0P0VX44	859
39947.Q0D7V1	39947.A0A0P0VX44	859
39947.A0A0P0WIM0	39947.A0A0P0VX44	804
39947.A0A0P0WIM0	39947.A0A0P0VX44	804
39947.P0DKK9	39947.A0A0P0VX44	871
39947.P0DKK9	39947.A0A0P0VX44	871
39947.A0A0P0VSV2	39947.A0A0P0VX44	662
39947.A0A0P0VSV2	39947.A0A0P0VX44	662
39947.A0A0P0VYK0	39947.A0A0P0VX44	873
39947.A0A0P0VYK0	39947.A0A0P0VX44	873
39947.P31674	39947.A0A0P0VX44	923
39947.P31674	39947.A0A0P0VX44	923
39947.P35687	39947.A0A0P0VX44	922
39947.P35687	39947.A0A0P0VX44	922
39947.P40978	39947.A0A0P0VX44	979
39947.P40978	39947.A0A0P0VX44	979
39947.P49397	39947.A0A0P0VX44	881
39947.P49397	39947.A0A0P0VX44	881
39947.Q0D5Z2	39947.A0A0P0VX44	706
39947.Q0D5Z2	39947.A0A0P0VX44	706
39947.Q0DHB9	39947.A0A0P0VX44	485
39947.Q0DHB9	39947.A0A0P0VX44	485
39947.Q0JDZ7	39947.A0A0P0VX44	919
39947.Q0JDZ7	39947.A0A0P0VX44	919
39947.Q7XMI6	39947.A0A0P0VX44	929
39947.Q7XMI6	39947.A0A0P0VX44	929
39947.Q7XR19	39947.A0A0P0VX44	670
39947.Q7XR19	39947.A0A0P0VX44	670
39947.Q8H5N0	39947.A0A0P0VX44	706
39947.Q8H5N0	39947.A0A0P0VX44	706
39947.Q84ZP1	39947.A0A0P0VX44	923
39947.Q84ZP1	39947.A0A0P0VX44	923
39947.Q9LSU3	39947.A0A0P0VX44	890
39947.Q9LSU3	39947.A0A0P0VX44	890
39947.Q0D7X1	39947.A0A0P0X309	433
39947.Q0D7X1	39947.A0A0P0X309	433
39947.Q84LG6	39947.A0A0P0X309	510
39947.Q84LG6	39947.A0A0P0X309	510
39947.Q0D8G3	39947.A0A0P0X309	477
39947.Q0D8G3	39947.A0A0P0X309	477
39947.A0A0P0W9L9	39947.A0A0P0X309	486
39947.A0A0P0W9L9	39947.A0A0P0X309	486
39947.P31674	39947.A0A0P0X309	465
39947.P31674	39947.A0A0P0X309	465
39947.P35687	39947.A0A0P0X309	438
39947.P35687	39947.A0A0P0X309	438
39947.P40978	39947.A0A0P0X309	733
39947.P40978	39947.A0A0P0X309	733
39947.Q0DHB9	39947.A0A0P0X309	449
39947.Q0DHB9	39947.A0A0P0X309	449
39947.Q0JDZ7	39947.A0A0P0X309	465
39947.Q0JDZ7	39947.A0A0P0X309	465
39947.Q6ZLP8	39947.A0A0P0X309	431
39947.Q6ZLP8	39947.A0A0P0X309	431
39947.Q7EY39	39947.A0A0P0X309	431
39947.Q7EY39	39947.A0A0P0X309	431
39947.Q7XMI6	39947.A0A0P0X309	513
39947.Q7XMI6	39947.A0A0P0X309	513
39947.Q94HF1	39947.A0A0P0X309	482
39947.Q94HF1	39947.A0A0P0X309	482
39947.Q6ASQ4	39947.A0A0P0X309	461
39947.Q6ASQ4	39947.A0A0P0X309	461
39947.A0A0P0VX44	39947.A0A0P0X309	425
39947.A0A0P0VX44	39947.A0A0P0X309	425
39947.A0A0P0VYY6	39947.A0A0P0X3R2	935
39947.A0A0P0VYY6	39947.A0A0P0X3R2	935
39947.A0A0P0W9S2	39947.A0A0P0X3R2	912
39947.A0A0P0W9S2	39947.A0A0P0X3R2	912
39947.B7FA85	39947.A0A0P0X3R2	876
39947.B7FA85	39947.A0A0P0X3R2	876
39947.Q0DL24	39947.A0A0P0X3R2	912
39947.Q0DL24	39947.A0A0P0X3R2	912
39947.Q5WMY5	39947.A0A0P0X3R2	934
39947.Q5WMY5	39947.A0A0P0X3R2	934
39947.Q7XIE0	39947.A0A0P0X3R2	890
39947.Q7XIE0	39947.A0A0P0X3R2	890
39947.A0A0P0VYY6	39947.A0A0P0X3W4	935
39947.A0A0P0VYY6	39947.A0A0P0X3W4	935
39947.A0A0P0W9S2	39947.A0A0P0X3W4	912
39947.A0A0P0W9S2	39947.A0A0P0X3W4	912
39947.B7FA85	39947.A0A0P0X3W4	876
39947.B7FA85	39947.A0A0P0X3W4	876
39947.Q0DL24	39947.A0A0P0X3W4	912
39947.Q0DL24	39947.A0A0P0X3W4	912
39947.Q5WMY5	39947.A0A0P0X3W4	934
39947.Q5WMY5	39947.A0A0P0X3W4	934
39947.Q7XIE0	39947.A0A0P0X3W4	890
39947.Q7XIE0	39947.A0A0P0X3W4	890
39947.A0A0P0X3D3	39947.Q0D661	434
39947.A0A0P0X3D3	39947.Q0D661	434
39947.Q0D6V7	39947.Q0D661	436
39947.Q0D6V7	39947.Q0D661	436
39947.Q0DS53	39947.Q0D661	536
39947.Q0DS53	39947.Q0D661	536
39947.Q8H5K8	39947.Q0D661	434
39947.Q8H5K8	39947.Q0D661	434
39947.Q8LH68	39947.Q0D661	541
39947.Q8LH68	39947.Q0D661	541
39947.B7FA85	39947.Q0D661	548
39947.B7FA85	39947.Q0D661	548
39947.Q75LV5	39947.Q0D661	545
39947.Q75LV5	39947.Q0D661	545
39947.Q0DQG5	39947.Q0D661	540
39947.Q0DQG5	39947.Q0D661	540
39947.Q0D7X0	39947.Q0D661	434
39947.Q0D7X0	39947.Q0D661	434
39947.Q0JDZ7	39947.Q0D661	424
39947.Q0JDZ7	39947.Q0D661	424
39947.Q7XVZ4	39947.Q0D661	429
39947.Q7XVZ4	39947.Q0D661	429
39947.Q10LJ0	39947.Q0D7K3	428
39947.Q10LJ0	39947.Q0D7K3	428
39947.A0A0P0X3D3	39947.Q0D7K3	484
39947.A0A0P0X3D3	39947.Q0D7K3	484
39947.Q0DJF0	39947.Q0D7K3	472
39947.Q0DJF0	39947.Q0D7K3	472
39947.Q0DS53	39947.Q0D7K3	627
39947.Q0DS53	39947.Q0D7K3	627
39947.Q8LH68	39947.Q0D7K3	507
39947.Q8LH68	39947.Q0D7K3	507
39947.B7FA85	39947.Q0D7K3	461
39947.B7FA85	39947.Q0D7K3	461
39947.Q5W6S2	39947.Q0D7K3	486
39947.Q5W6S2	39947.Q0D7K3	486
39947.Q75LV5	39947.Q0D7K3	427
39947.Q75LV5	39947.Q0D7K3	427
39947.Q60ES2	39947.Q0D7K3	569
39947.Q60ES2	39947.Q0D7K3	569
39947.Q0DQG5	39947.Q0D7K3	533
39947.Q0DQG5	39947.Q0D7K3	533
39947.Q6ZL94	39947.Q0D7K3	524
39947.Q6ZL94	39947.Q0D7K3	524
39947.Q0D7X0	39947.Q0D7K3	484
39947.Q0D7X0	39947.Q0D7K3	484
39947.Q0D8E4	39947.Q0D7K3	427
39947.Q0D8E4	39947.Q0D7K3	427
39947.A0A0N7KNI7	39947.Q0D7K3	521
39947.A0A0N7KNI7	39947.Q0D7K3	521
39947.Q6ATY6	39947.Q0DKF0	469
39947.Q6ATY6	39947.Q0DKF0	469
39947.Q0JCJ0	39947.Q0DKF0	493
39947.Q0JCJ0	39947.Q0DKF0	493
39947.Q5W6H1	39947.Q0DKF0	553
39947.Q5W6H1	39947.Q0DKF0	553
39947.Q0DHP9	39947.Q0DKF0	455
39947.Q0DHP9	39947.Q0DKF0	455
39947.Q5W645	39947.Q0DKF0	832
39947.Q5W645	39947.Q0DKF0	832
39947.Q0DSN8	39947.Q0DKF0	805
39947.Q0DSN8	39947.Q0DKF0	805
39947.Q8LJU5	39947.Q0DKF0	805
39947.Q8LJU5	39947.Q0DKF0	805
39947.O64937	39947.Q0DKF0	510
39947.O64937	39947.Q0DKF0	510
39947.Q0D7V1	39947.Q0DKF0	859
39947.Q0D7V1	39947.Q0DKF0	859
39947.A0A0P0WIM0	39947.Q0DKF0	804
39947.A0A0P0WIM0	39947.Q0DKF0	804
39947.P0DKK9	39947.Q0DKF0	871
39947.P0DKK9	39947.Q0DKF0	871
39947.Q75G87	39947.Q0DKF0	403
39947.Q75G87	39947.Q0DKF0	403
39947.A0A0P0VSV2	39947.Q0DKF0	742
39947.A0A0P0VSV2	39947.Q0DKF0	742
39947.A0A0P0VYK0	39947.Q0DKF0	873
39947.A0A0P0VYK0	39947.Q0DKF0	873
39947.P31674	39947.Q0DKF0	916
39947.P31674	39947.Q0DKF0	916
39947.P35687	39947.Q0DKF0	922
39947.P35687	39947.Q0DKF0	922
39947.P40978	39947.Q0DKF0	976
39947.P40978	39947.Q0DKF0	976
39947.P49397	39947.Q0DKF0	890
39947.P49397	39947.Q0DKF0	890
39947.Q0D5Z2	39947.Q0DKF0	776
39947.Q0D5Z2	39947.Q0DKF0	776
39947.Q0DHB9	39947.Q0DKF0	554
39947.Q0DHB9	39947.Q0DKF0	554
39947.Q0JDZ7	39947.Q0DKF0	969
39947.Q0JDZ7	39947.Q0DKF0	969
39947.Q7XMI6	39947.Q0DKF0	929
39947.Q7XMI6	39947.Q0DKF0	929
39947.Q7XR19	39947.Q0DKF0	670
39947.Q7XR19	39947.Q0DKF0	670
39947.Q8H5N0	39947.Q0DKF0	776
39947.Q8H5N0	39947.Q0DKF0	776
39947.Q84ZP1	39947.Q0DKF0	923
39947.Q84ZP1	39947.Q0DKF0	923
39947.Q9LSU3	39947.Q0DKF0	912
39947.Q9LSU3	39947.Q0DKF0	912
39947.A0A0P0VX44	39947.Q0DKF0	967
39947.A0A0P0VX44	39947.Q0DKF0	967
39947.A0A0P0X309	39947.Q0DKF0	421
39947.A0A0P0X309	39947.Q0DKF0	421
39947.A0A0P0X3D3	39947.Q0DRI8	404
39947.A0A0P0X3D3	39947.Q0DRI8	404
39947.Q0D6V7	39947.Q0DRI8	423
39947.Q0D6V7	39947.Q0DRI8	423
39947.Q0DJF0	39947.Q0DRI8	402
39947.Q0DJF0	39947.Q0DRI8	402
39947.Q0DS53	39947.Q0DRI8	519
39947.Q0DS53	39947.Q0DRI8	519
39947.Q8H5K8	39947.Q0DRI8	404
39947.Q8H5K8	39947.Q0DRI8	404
39947.Q8LH68	39947.Q0DRI8	519
39947.Q8LH68	39947.Q0DRI8	519
39947.B7FA85	39947.Q0DRI8	578
39947.B7FA85	39947.Q0DRI8	578
39947.Q84LG6	39947.Q0DRI8	549
39947.Q84LG6	39947.Q0DRI8	549
39947.Q0D7V1	39947.Q0DRI8	784
39947.Q0D7V1	39947.Q0DRI8	784
39947.Q0D8G3	39947.Q0DRI8	505
39947.Q0D8G3	39947.Q0DRI8	505
39947.Q75LV5	39947.Q0DRI8	536
39947.Q75LV5	39947.Q0DRI8	536
39947.A0A0P0WJL3	39947.Q0DRI8	404
39947.A0A0P0WJL3	39947.Q0DRI8	404
39947.Q7XI92	39947.Q0DRI8	404
39947.Q7XI92	39947.Q0DRI8	404
39947.Q0DQG5	39947.Q0DRI8	538
39947.Q0DQG5	39947.Q0DRI8	538
39947.P51431	39947.Q0DRI8	835
39947.P51431	39947.Q0DRI8	835
39947.P0DKK9	39947.Q0DRI8	798
39947.P0DKK9	39947.Q0DRI8	798
39947.A0A0P0VYK0	39947.Q0DRI8	862
39947.A0A0P0VYK0	39947.Q0DRI8	862
39947.A0A0P0W9L9	39947.Q0DRI8	497
39947.A0A0P0W9L9	39947.Q0DRI8	497
39947.A0A0P0WA00	39947.Q0DRI8	840
39947.A0A0P0WA00	39947.Q0DRI8	840
39947.P31674	39947.Q0DRI8	924
39947.P31674	39947.Q0DRI8	924
39947.P35687	39947.Q0DRI8	922
39947.P35687	39947.Q0DRI8	922
39947.P40978	39947.Q0DRI8	980
39947.P40978	39947.Q0DRI8	980
39947.P49397	39947.Q0DRI8	868
39947.P49397	39947.Q0DRI8	868
39947.Q0D7X0	39947.Q0DRI8	404
39947.Q0D7X0	39947.Q0DRI8	404
39947.Q0DHB9	39947.Q0DRI8	613
39947.Q0DHB9	39947.Q0DRI8	613
39947.Q0DJU1	39947.Q0DRI8	425
39947.Q0DJU1	39947.Q0DRI8	425
39947.Q0JDZ7	39947.Q0DRI8	927
39947.Q0JDZ7	39947.Q0DRI8	927
39947.Q6ZLP8	39947.Q0DRI8	472
39947.Q6ZLP8	39947.Q0DRI8	472
39947.Q7EY39	39947.Q0DRI8	472
39947.Q7EY39	39947.Q0DRI8	472
39947.Q7XMI6	39947.Q0DRI8	954
39947.Q7XMI6	39947.Q0DRI8	954
39947.Q7XVZ0	39947.Q0DRI8	840
39947.Q7XVZ0	39947.Q0DRI8	840
39947.Q94HF1	39947.Q0DRI8	559
39947.Q94HF1	39947.Q0DRI8	559
39947.Q6ZL24	39947.Q0DRI8	797
39947.Q6ZL24	39947.Q0DRI8	797
39947.Q84ZP1	39947.Q0DRI8	866
39947.Q84ZP1	39947.Q0DRI8	866
39947.Q9LSU3	39947.Q0DRI8	823
39947.Q9LSU3	39947.Q0DRI8	823
39947.A0A0P0VX44	39947.Q0DRI8	461
39947.A0A0P0VX44	39947.Q0DRI8	461
39947.Q0DKF0	39947.Q0DRI8	462
39947.Q0DKF0	39947.Q0DRI8	462
39947.Q0DL03	39947.Q6F2U9	445
39947.Q0DL03	39947.Q6F2U9	445
39947.Q10LJ0	39947.Q6F2U9	574
39947.Q10LJ0	39947.Q6F2U9	574
39947.Q5W6H1	39947.Q6F2U9	454
39947.Q5W6H1	39947.Q6F2U9	454
39947.Q84RU7	39947.Q6F2U9	701
39947.Q84RU7	39947.Q6F2U9	701
39947.A0A0P0W059	39947.Q6F2U9	453
39947.A0A0P0W059	39947.Q6F2U9	453
39947.Q0D7X1	39947.Q6F2U9	677
39947.Q0D7X1	39947.Q6F2U9	677
